82;Quelle ville italienne est connue pour ses canaux ?;Florence;Venise;Rome;Naples;B;
84;Quel est le principal gaz à effet de serre émis par l'activité humaine ?;Oxygène;Dioxyde de carbone;Hydrogène;Méthane;B;
85;Quelle guerre a opposé le Nord et le Sud des États-Unis ?;Guerre de Sécession;Guerre d’indépendance;Guerre du Golfe;Guerre froide;A;
89;Quelle est la langue officielle de l’Égypte ?;Français;Anglais;Arabe;Grec;C;
90;Quelle femme politique est devenue chancelière de l’Allemagne en 2005 ?;Angela Merkel;Ursula von der Leyen;Margaret Thatcher;Christine Lagarde;A;
104;Quel océan borde la côte ouest de l’Amérique du Sud ?;Atlantique;Pacifique;Indien;Arctique;B;
108;Quel est l’autre nom de la guerre de 1914-1918 ?;Guerre de Cent Ans;Grande Guerre;Guerre Froide;Guerre de Sécession;B;
109;Dans quel pays est née la démocratie ?;Rome;France;Grèce;Allemagne;C;
110;Quel est le nom du célèbre volcan de Pompéi ?;Vésuve;Etna;Stromboli;Fuji;A;
111;Quel mathématicien grec est connu pour son théorème sur les triangles ?;Euclide;Thalès;Pythagore;Archimède;C;
120;Qui a peint le plafond de la chapelle Sixtine ?;Michel-Ange;Raphaël;Donatello;Caravage;A;
121;Quel prix littéraire français prestigieux est décerné chaque année en novembre ?;Médicis;Fémina;Goncourt;Renaudot;C;
122;Dans quel pays se trouve la ville de Kyoto ?;Chine;Japon;Corée du Sud;Vietnam;B;
123;Qui a écrit *1984* ?;Aldous Huxley;George Orwell;Ray Bradbury;Philip K. Dick;B;
126;Quel est le nom du fleuve qui traverse Paris ?;Seine;Loire;Garonne;Rhône;A;
130;Quel continent est considéré comme le berceau de l’humanité ?;Amérique;Asie;Europe;Afrique;D;
139;Quel océan sépare l’Afrique de l’Australie ?;Atlantique;Arctique;Indien;Pacifique;C;
140;Quel roi a fait construire le château de Versailles ?;Louis XIII;Louis XIV;Louis XV;Henri IV;B;
142;Quelle est la durée d’un mandat présidentiel en France depuis 2000 ?;5 ans;6 ans;7 ans;4 ans;A;
145;Qui a découvert l'Amérique en 1492 ?;Marco Polo;Vasco de Gama;Christophe Colomb;Magellan;C;
164;Quel est le nom scientifique de l’être humain ?;Homo erectus;Homo sapiens;Australopithecus;Homo habilis;B;
177;Quel est le plus haut sommet des Alpes ?;Mont Ventoux;Mont Blanc;Matterhorn;Eiger;B;
179;Quel pays a pour devise "In God We Trust" ?;Canada;États-Unis;Royaume-Uni;Australie;B;
180;Quel est le nom de la plus grande forêt tropicale du monde ?;Taïga;Forêt amazonienne;Forêt équatoriale africaine;Jungle de Bornéo;B;
182;Quel instrument de mesure permet de détecter les séismes ?;Baromètre;Anémomètre;Sismographe;Altimètre;C;
186;Qui a peint *Guernica* ?;Picasso;Dali;Velasquez;Goya;A;
192;Quelle femme a dirigé le Royaume-Uni de 1979 à 1990 ?;Theresa May;Margaret Thatcher;Angela Merkel;Élisabeth II;B;
194;Quel est le nom du satellite de la Terre ?;Lune;Phobos;Europa;Titan;A;
195;Quelle est la date du début de la Seconde Guerre mondiale ?;1914;1939;1945;1940;B;
79;Quel peintre italien est aussi un inventeur célèbre ?;Raphaël;Caravage;Michel-Ange;Léonard de Vinci;D;
1;Quel mathématicien a formulé l'hypothèse de Riemann ?;Gauss;Euler;Bernhard Riemann;Poincaré;C;
2;Quel est le système d'exploitation développé par Microsoft ?;Linux;macOS;Windows;Android;C;
3;Quelle unité mesure la capacité d’un disque dur ?;Hertz;Octet;Pixel;Bitrate;B;
